source_path,source_layer,wave_hint,file_type,variable,variable_label,candidate_category,qualifies_for_strict_functional,nonmissing,sample_values,has_mergeid,strict_wave1_evidence
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mobilba,r1mobilba:w1 R Any Diff-Mobility / 0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mobilbm,r1mobilbm:w1 R Missings in mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mobilsev,r1mobilsev:w1 R Some Diff-7 item mobility summary /0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mobilseva,r1mobilseva:w1 R Any Diff-7 item mobility summary /0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1mobilsevm,r1mobilsevm:w1 R Missings in 7 item mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rafaany,r1rafaany:w1 r recv any formal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rapufcarehpw,r1rapufcarehpw:w1 hours/week r recv formal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rapufcarewpy,r1rapufcarewpy:w1 weeks/year r recv formal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rgrip,r1rgrip:w1 r maximum right hand grip measurement(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rgrip1,r1rgrip1:w1 r right hand grip measurement 1(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rgrip2,r1rgrip2:w1 r right hand grip measurement 2(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1rifaany,r1rifaany:w1 r recv any formal care for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1ripufcarehpw,r1ripufcarehpw:w1 hours/week r recv formal care from professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1ripufcarewpy,r1ripufcarewpy:w1 weeks/year r recv formal care from professionals for IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1toilta,r1toilta:w1 R Some Diff-Using the toilet,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1uppermob,r1uppermob:w1 R Some Diff-3 item upper body mobility summary /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1uppermoba,r1uppermoba:w1 R Any Diff-3 item upper body mobility summary /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1uppermobm,r1uppermobm:w1 R Missings in 3 item upper body mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1walk100a,r1walk100a:w1 R Some Diff-Walk 100m,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1walkaid,r1walkaid:w1 type aid used during r's walking speed test,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1walkcomp,r1walkcomp:w1 r willing and able to complete walking speed test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1walkflr,r1walkflr:w1 floor surface r's walking speed test,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1walkra,r1walkra:w1 R Some Diff-Walk across room,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1wspeed,r1wspeed:w1 r average time for walking speed test(sec),strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1wspeed1,r1wspeed1:w1 r time for walking speed test 1(sec),strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r1wspeed2,r1wspeed2:w1 r time for walking speed test 2(sec),strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adla,r2adla:w2 R Some Diff-ADLs:Wallace /0-5,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adlaa,r2adlaa:w2 Whether R Has Any Diff-Wallace 5 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adlfivea,r2adlfivea:w2 Whether R Has Any Diff-5 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adltot_s,r2adltot_s:w2 R Some Diff-ADLs /0-6,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adltota_s,r2adltota_s:w2 Whether R Has Any Diff-All ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adlwa,r2adlwa:w2 R Some Diff-ADLs:Wallace /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2adlwaa,r2adlwaa:w2 Whether R Has Any Diff-Wallace 3 ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2batha,"r2batha:w2 R Some Diff-Bathing, shower",strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chaira,r2chaira:w2 R Some Diff-Get up fr chair,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chr1comp,r2chr1comp:w2 r willing and able to complete 1 chair stand,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chr1res,r2chr1res:w2 r result 1 chair stand,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chr5comp,r2chr5comp:w2 r willing and able to complete 5 chair stands in 1 minute,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chr5eff,r2chr5eff:w2 amount effort r gave 5 chair stands,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chr5sec,r2chr5sec:w2 number seconds for r to do 5 chair stands,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chrothr,r2chrothr:w2 r didn't complete chair stands: other reason,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chrref,r2chrref:w2 r didn't complete chair stands: refused,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chrsft,r2chrsft:w2 r didn't complete chair stands: unsafe,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2chrtryu,r2chrtryu:w2 r didn't complete chair stands: tried but unable,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2dadliv,r2dadliv:w2 r father alive,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2domhand,r2domhand:w2 r grip strength dominant hand,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2dressa,r2dressa:w2 R Some Diff-Dressing,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2eata,r2eata:w2 R Some Diff-Eating,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2fall_s,r2fall_s:w2 R bothered by a fall last 6 mo.,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2gripcomp,r2gripcomp:w2 r willing and able to complete grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2gripeff,r2gripeff:w2 amount effort r gave grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2gripothr,r2gripothr:w2 r didn't complete grip: other reason,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2grippos,r2grippos:w2 r's position for grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2gripref,r2gripref:w2 r didn't complete grip: refused,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2griprsta,r2griprsta:w2 r rested arms on a support during grip strength test,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2gripsft,r2gripsft:w2 r didn't complete grip: unsafe/health reason,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2gripsum,r2gripsum:w2 r dominant hand grip strength(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2griptryu,r2griptryu:w2 r didn't complete grip: tried but unable,bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadla,r2iadla:w2 R Some Diff-IADLs: /0-3,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadlaa,r2iadlaa:w2 Whether R Has Any Diff-3 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadlfour,r2iadlfour:w2 R Some Diff-IADLs/0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadlfoura,r2iadlfoura:w2 Whether R Has Any Diff-4 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadltot1_s,r2iadltot1_s:w2 R Any Diff-total IADLs/0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadltot1a_s,r2iadltot1a_s:w2 Whether R Has Any Diff-7 total IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadlza,r2iadlza:w2 R Some Diff-IADLs: /0-5,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2iadlzaa,r2iadlzaa:w2 Whether R Has Any Diff-5 IADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2lgrip,r2lgrip:w2 r maximum left hand grip measurement(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2lgrip1,r2lgrip1:w2 r left hand grip measurement 1(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2lgrip2,r2lgrip2:w2 r left hand grip measurement 2(kg),bridge_performance_or_frailty,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2lowermob,r2lowermob:w2 R Some Diff-4 item lower body mobility summary /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2lowermoba,r2lowermoba:w2 R Any Diff-4 item lower body mobility summary /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2lowermobm,r2lowermobm:w2 R Missings in 4 item lower body mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mealsa,r2mealsa:w2 R Some Diff-Prepare hot meal,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mobilb,r2mobilb:w2 R Some Diff-Mobility /0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mobilba,r2mobilba:w2 R Any Diff-Mobility / 0-4,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mobilbm,r2mobilbm:w2 R Missings in mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mobilsev,r2mobilsev:w2 R Some Diff-7 item mobility summary /0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mobilseva,r2mobilseva:w2 R Any Diff-7 item mobility summary /0-7,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2mobilsevm,r2mobilsevm:w2 R Missings in 7 item mobility summary,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2rafaany,r2rafaany:w2 r recv any formal care for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2rapufcarehpw,r2rapufcarehpw:w2 hours/week r recv formal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_f2.dta,raw_harmonized_share,,dta,r2rapufcarewpy,r2rapufcarewpy:w2 weeks/year r recv formal care from professionals for ADLs,strict_like_functional_limitation,0,0,,1,0
